 Heat_removal_from_facilities_(MW)_______________________________________ (fachtmw)_____________________      2.4707E+02    
 Coolant_pumping_efficiency_losses_(MW)__________________________________ (htpsecmw)____________________      6.6463E+00    
 Heat_removal_from_injection_power_(MW)__________________________________ (pinjht)______________________      1.8333E+02    
 Heat_removal_from_tritium_plant_(MW)____________________________________ (trithtmw)____________________      1.6000E+01    
 Heat_removal_from_vacuum_pumps_(MW)_____________________________________ (vachtmw)_____________________      5.0000E-01    
 TF_coil_resistive_power_(MW)____________________________________________ (tfcmw)_______________________      0.0000E+00    
 Total_low-grade_thermal_power_(MW)______________________________________ (psechtmw)____________________      5.0814E+02    
 Total_High-grade_thermal_power_(MW)_____________________________________ (pthermmw)____________________      2.1741E+03    
 Number_of_primary_heat_exchangers_______________________________________ (nphx)________________________              3 OP 
 Transport_power_from_scaling_law_(MW)___________________________________ (pscalingmw)__________________      2.7686E+02    
 Radiation_power_from_inside_"coreradius"_(MW)___________________________ (pcoreradmw.)_________________      1.9320E+02    
 Total_(MW)______________________________________________________________ ______________________________      4.7006E+02    
 Alpha_power_deposited_in_plasma_(MW)____________________________________ (falpha*palpmw)_______________      3.1884E+02    
 Power_from_charged_products_of_DD_and/or_D-He3_fusion_(MW)______________ (pchargemw.)__________________      1.2209E+00    
 Ohmic_heating_(MW)______________________________________________________ (pohmmw.)_____________________      2.5757E-10    
 Injected_power_deposited_in_plasma_(MW)_________________________________ (pinjmw)______________________      1.5000E+02    
 Total_(MW)______________________________________________________________ ______________________________      4.7006E+02    
 Fusion_power_(MW)_______________________________________________________ (powfmw)______________________      1.6800E+03    
 Power_from_energy_multiplication_in_blanket_and_shield_(MW)_____________ (emultmw)_____________________      2.1793E+02    
 Injected_power_(MW)_____________________________________________________ (pinjmw.)_____________________      1.5000E+02    
 Ohmic_power_(MW)________________________________________________________ (pohmmw.)_____________________      2.5757E-10    
 Power_deposited_in_primary_coolant_by_pump_(MW)_________________________ (htpmw_mech)__________________      1.2628E+02    
 Total_(MW)______________________________________________________________ ______________________________      2.1742E+03    
 Heat_extracted_from_first_wall_and_blanket_(MW)_________________________ (pthermfw_blkt)_______________      1.4150E+03    
 Heat_extracted_from_shield__(MW)________________________________________ (pthermshld)__________________      2.2493E+02    
 Heat_extracted_from_divertor_(MW)_______________________________________ (pthermdiv)___________________      5.3416E+02    
 Nuclear_and_photon_power_lost_to_H/CD_system_(MW)_______________________ (psechcd)_____________________      0.0000E+00    
 Nuclear_power_lost_to_TF_(MW)___________________________________________ (ptfnuc)______________________      2.7804E-01    
 Total_(MW)______________________________________________________________ ______________________________      2.1744E+03    
 Net_electric_power_output(MW)___________________________________________ (pnetelmw.)___________________      8.5509E+01    
 Required_Net_electric_power_output(MW)__________________________________ (pnetelin)____________________      1.0000E+03    
 Electric_power_for_heating_and_current_drive_(MW)_______________________ (pinjwp)______________________      3.3333E+02    
 Electric_power_for_primary_coolant_pumps_(MW)___________________________ (htpmw)_______________________      1.3293E+02    
 Electric_power_for_vacuum_pumps_(MW)____________________________________ (vachtmw)_____________________      5.0000E-01    
 Electric_power_for_tritium_plant_(MW)___________________________________ (trithtmw)____________________      1.6000E+01    
 Electric_power_for_cryoplant_(MW)_______________________________________ (crypmw)______________________      4.6449E+01    
 Electric_power_for_TF_coils_(MW)________________________________________ (tfacpd)______________________      7.0960E+00    
 Electric_power_for_PF_coils_(MW)________________________________________ (pfwpmw)______________________      7.6424E-01    
 All_other_internal_electric_power_requirements_(MW)_____________________ (fachtmw)_____________________      2.4707E+02    
 Total_(MW)______________________________________________________________ (tot_plant_power)_____________      8.6965E+02    
 Total_(MW)______________________________________________________________ ______________________________      8.6965E+02    
 Gross_electrical_output*_(MW)___________________________________________ (pgrossmw)____________________      8.6965E+02    
 Fusion_power_(MW)_______________________________________________________ (powfmw)______________________      1.6800E+03    
 Power_from_energy_multiplication_in_blanket_and_shield_(MW)_____________ (emultmw)_____________________      2.1793E+02    
 Total_(MW)______________________________________________________________ ______________________________      1.8979E+03    
 Net_electrical_output_(MW)	_____________________________________________ (pnetelmw)____________________      8.5509E+01    
 Heat_rejected_by_main_power_conversion_circuit_(MW)_____________________ (rejected_main)_______________      1.3045E+03    
 Heat_rejected_by_other_cooling_circuits_(MW)____________________________ (psechtmw)____________________      5.0814E+02    
 Total_(MW)______________________________________________________________ ______________________________      1.8981E+03    
 Net_electric_power_/_total_nuclear_power_(%)____________________________ (pnetelmw/(powfmw+emultmw)____      4.5054E+00    
 Net_electric_power_/_total_fusion_power_(%)_____________________________ (pnetelmw/powfmw)_____________      5.0898E+00    
 Gross_electric_power*_/_high_grade_heat_(%)_____________________________ (etath)_______________________      4.0000E+01    
 Recirculating_power_fraction____________________________________________ (cirpowfr)____________________      9.0167E-01    
 # Water usage during plant operation (secondary cooling) #
 Volume_used_in_cooling_tower_(m3/day)___________________________________ (waterusetower)_______________      5.5459E+04 OP 
 Volume_used_in_recirculating_water_system_(m3/day)______________________ (wateruserecirc)______________      1.8608E+04 OP 
 Volume_used_in_once-through_water_system_(m3/day)_______________________ (wateruseonethru)_____________      1.8236E+06 OP 
 # Errors and Warnings #
 # Errors and Warnings #
 PROCESS_error_status_flag_______________________________________________ (error_status)________________              2    
 Final_error_identifier__________________________________________________ (error_id)____________________            277    
 # End of PROCESS Output #
 # End of PROCESS Output #
 # Copy of PROCESS Input Follows #
************************************************************************************************************************   
*****  _____    _____     ____     _____   ______    _____    _____ *****   
***** |  __ \  |  __ \   / __ \   / ____| |  ____|  / ____|  / ____|*****   
***** | |__) | | |__) | | |  | | | |      | |__    | (___   | (___  *****   
***** |  ___/  |  _  /  | |  | | | |      |  __|    \___ \   \___ \ *****   
***** | |      | | \ \  | |__| | | |____  | |____   ____) |  ____) |*****   
***** |_|      |_|  \_\  \____/   \_____| |______| |_____/  |_____/ *****   
*****                                                               *****
*****                                                  ___          *****
*****       ___                                       /   \         *****
*****      /   \ __   D                 4He       ___|  N  |__      *****
*****     |  N  |  \                  3.5 MeV    /   \ ___/   \     *****
*****      \___/ P  |                           |  N  |  \  P  |    *****
*****          \___/                             \___/ P  |___/     *****
*****               \\                        //     \___/          *****
*****                \\        . . .         //                     *****
*****                 \\        \|/         //                      *****
*****         ___      = ---- `--+--' ----  =                       *****
*****        /   \    //        /|\         \\                      *****
*****      _|  N  |  //        . . .         \\    ___              *****
*****    /   \ __/  //                        \\  /   \             *****
*****   |  N  |  \     T                 n       |  N  |            *****
*****    \___/ P  |                  14.1 MeV     \___/             *****
*****        \___/                                                  *****
*****                                                               *****
*************************************************************************
*****                       STEP OFFICIAL                           *****
*****                                                               *****
***** This document and the information contained in it are         *****
***** confidential and are copright of the United Kingdom           *****
***** Atomic Energy Authority and/or its licensors 2023. Neither    *****
***** may be reproduced, copied or transmitted to any third party,  *****
***** in each case in any medium, without the prior written         *****
***** permission of UKAEA.                                          *****
*****                                                               *****
*************************************************************************
*****                                                               *****
*****                    STEP Prototype Reactor                     *****
*****                       Rhian Chapman                           *****
*****                      Alexander Pearce                         *****
*****                       Charles Griesel                         *****
*****                       Sebastien Kahn                          *****
*****                       Stuart Muldrew                          *****
*****                      Christopher Ashe                         *****
*****                       25th July 2023                          *****
*****                                                               *****
*************************************************************************
*****                                                               *****
*****                       Run Summary                             *****
*****                       SPR-045-14                              *****
*****        A=1.8, bt=3.19 T, Pfus= 1530 MW, Paux= 150 MW          *****
*****        REBCO TF Coils, Li coolant (emulated), ECRH            ***** 
*****                                                               *****
*************************************************************************
*________________________________________________________________________*
*----------------------------Global Variables---------------------------*
*‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾*
maxcal = 2000
* DESCRIPTION:   Maximum number of VMCON iterations
* JUSTIFICATION: Twice default, no impact on result

runtitle = PAIV-STEP, HTS, SPR-045-14
* DESCRIPTION:   Short descriptive title for the run
* JUSTIFICATION: Updated run to match JETTO output
*________________________________________________________________________*
*--------------------------Numerics Variables---------------------------*
*‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾*

epsvmc = 1.0E-11
* DESCRIPTION:   Error tolerance for VMCON
* JUSTIFICATION: Same tolerance as used on DEMO

*epsfcn = 0.001
* DESCRIPTION:   HYBRD/VMCON derivative step length
* JUSTIFICATION: Default step length

ioptimz = 1
* DESCRIPTION:   Code operation switch (1: VMCON)
* JUSTIFICATION: Optimised run

minmax = 1
* DESCRIPTION:   Switch for Figure-of-Merit 
*                (1: minimise major radius)
*                (-17: maximise net electrical output)
* JUSTIFICATION: Selected optimisation

*________________________________________________________________________*
*-----------------------------Scan Variables-----------------------------*
*‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾*

*scan_dim = 1
* DESCRIPTION:   Number of dimensions for variable scan
* JUSTIFICATION: 1-D or 2-D scan switch (1=1D, 2=2D)

*nsweep = 1
* DESCRIPTION:   Variable reference to be scanned
* JUSTIFICATION: Scanning 'hfact', Confinement_H_factor
* NOTE:          nsweep ID only valid on branch rmc_develop

*nsweep_2 = 16
* DESCRIPTION:   Variable reference to be scanned
* JUSTIFICATION: Scanning 'hfact', Confinement_H_factor
* NOTE:          nsweep ID only valid on branch rmc_develop

*isweep = 1*5
* DESCRIPTION:   Number of values for the scanned variable
* JUSTIFICATION: Maximum number of scan points is line length (100 char)

*isweep_2 = 1*17
* DESCRIPTION:   Number of values for the scanned variable
* JUSTIFICATION: Maximum number of scan points is line length (100 char)

*sweep = 1.8
*3.6, 3.61, 3.62, 3.63, 3.64, 3.65, 3.66, 3.67, 3.68, 3.69, 3.7, 3.71, 3.72, 3.73, 3.74, 3.75, 3.76, 3.77, 3.78, 3.79, 3.8, 3.81, 3.82, 3.83, 3.84, 3.85, 3.86, 3.87, 3.88, 3.89, 3.9, 3.91, 3.92, 3.93, 3.94, 3.95, 3.96, 3.97, 3.98, 3.99, 4.0, 4.01, 4.02, 4.03, 4.04, 4.05, 4.06, 4.07, 4.08, 4.09, 4.1, 4.11, 4.12, 4.13, 4.14, 4.15, 4.16, 4.17, 4.18, 4.19, 4.2, 4.21, 4.22, 4.23, 4.24, 4.25, 4.26, 4.27, 4.28, 4.29, 4.3, 4.31, 4.32,4.33,4.34,4.35,4.36,4.37,4.38,4.39,4.4,4.41,4.42,4.43,4.44,4.45,4.46,4.47,4.48,4.49,4.5                                                                                
*0.56,0.57,0.58,0.59,0.60,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7
*3.6, 3.61, 3.62, 3.63, 3.64, 3.65, 3.66, 3.67, 3.68, 3.69, 3.7, 3.71, 3.72, 3.73, 3.74, 3.75, 3.76, 3.77, 3.78, 3.79, 3.8, 3.81, 3.82, 3.83, 3.84, 3.85, 3.86, 3.87, 3.88, 3.89, 3.9, 3.91, 3.92, 3.93, 3.94, 3.95, 3.96, 3.97, 3.98, 3.99, 4.0
*0.426,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.50,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.60,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7
*0.245,0.25,0.255,0.26,0.265,0.27,0.275,0.28,0.285,0.29,0.295,0.3,0.305,0.31,0.315,0.32,0.325,0.33,0.335,0.34,0.345,0.35
*3.6, 3.61, 3.62, 3.63, 3.64, 3.65, 3.66, 3.67, 3.68, 3.69, 3.7, 3.71, 3.72, 3.73, 3.74, 3.75, 3.76, 3.77, 3.78, 3.79, 3.8, 3.81, 3.82, 3.83, 3.84, 3.85, 3.86, 3.87, 3.88, 3.89, 3.9, 3.91, 3.92, 3.93, 3.94, 3.95, 3.96, 3.97, 3.98, 3.99, 4.0, 4.01, 4.02, 4.03, 4.04, 4.05, 4.06, 4.07, 4.08, 4.09, 4.1, 4.11, 4.12, 4.13, 4.14, 4.15, 4.16, 4.17, 4.18, 4.19, 4.2
*sweep_2 = 3.6,3.65,3.7,3.75,3.8,3.85,3.9,3.95,4.0, 4.05,4.1,4.15,4.2,4.25,4.3,4.35,4.4

*________________________________________________________________________*
*------------------------------ *Key Variables* -------------------------*
*‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾*

itart = 1
* DESCRIPTION:   Switch for Spherical Tokamak models (1: Use Spherical Tokamak Models)
* JUSTIFICATION: It's the ST in STEP

*________________________________________________________________________*
*------------------------------- *Plasma* -------------------------------*
*‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾*
icc = 1
* DESCRIPTION:   Beta Consistency
* JUSTIFICATION: Consistency equations should always be on
* VARIABLES:     Calculated in-situ, no iteration variables

icc = 2
* DESCRIPTION:   Global Power Balance Consistency
* JUSTIFICATION: Consistency equations should always be on
* VARIABLES:     pinjmw, Rest calculated in-situ

*icc = 4
* DESCRIPTION:   Global power balance for electrons
* JUSTIFICATION: Not recommended for use 
* VARIABLES:     iradloss,ignite,pinjemw, Rest calculated in-situ

*~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ Performance ~~~~~~~~~~~~~~~~~~~~~~~~~~~~
*‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾

*----------------*
* Toroidal Field *
*----------------*

*ixc = 2  
bt = 3.2 
*boundl(2) = 3.18 
*boundu(2) = 3.22
* DESCRIPTION:   Toroidal field on axis (T)
* JUSTIFICATION: Constrained to be 3.2T

*-------------*
* Fusion Power*
*-------------*

icc = 9
* DESCRIPTION:   Fusion Power Upper Limit Constraint
* JUSTIFICATION: Working to target fusion
* VARIABLES:     powfmw (fusion power) calculated in-situ
*(1.0D0 - ffuspow * powfmax/powfmw)

*ixc = 26
ffuspow = 1.0
*boundl(26) = 0.9
*boundu(26) = 1.1
* DESCRIPTION:   f-value for Maximum Fusion Power
* JUSTIFICATION: Used with icc=9 to enforce Fusion Power limit

powfmax = 1680.0 
* DESCRIPTION:   Maximum fusion power (MW) (icc=9)
* JUSTIFICATION: Set to match JETTO

*-------------------*
* Net-electric Power*
*-------------------*

*icc = 16
* DESCRIPTION:   Net electric power lower limit
* JUSTIFICATION: Required to generate 100MW
* VARIABLES:     pnetelmw (net electric power) calculated in-situ

*pnetelin = 100.0 
* DESCRIPTION:   Required net electric power lower limit (MW) (icc=16)
* JUSTIFICATION: Not used in this run

*ixc = 25
*fpnetel = 1.0 
*boundl(25) = 0.01
*boundu(25) = 5.0
* DESCRIPTION:   f-value for net electric power (constraint equation 16)
* JUSTIFICATION: Make the 100 MW power limit a lower boundary

*---------*
* Q-value *          * Actual Q is calculated by the code *
*---------*

*icc = 28
* DESCRIPTION:   Constraint equation for fusion gain (big Q) lower limit 
* JUSTIFICATION: Turned off, dont care about Q lower limit  
* VARIABLES:     ignite,  bigq calculated in-situ

*bigqmin = 
* DESCRIPTION:   Minimum fusion gain Q 
* JUSTIFICATION: Turned off, dont care about lower Q value


*~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ Shaping ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~*
*‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾*

* rmajor is in the radial build section *

*~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

*ixc = 1
aspect = 1.8
*boundl(1) = 1.8
*boundu(1) = 
* DESCRIPTION:   Aspect ratio
* JUSTIFICATION: Chosen design point, Howard Wilson

*~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

*icc = 21
* DESCRIPTION:   Constraint equation for plasma minor radius lower limit 
* JUSTIFICATION: Turned off, dont care about lower limit
* VARIABLES:     aplasmin (minimum minor radius (m)), rminor calculated in-situ

*aplasmin = 0 
* DESCRIPTION:   Minimum minor radius (m) (icc=21)
* JUSTIFICATION: Not used, using a defined minor radius

*~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

ishape = 0
* DESCRIPTION:   Switch for plasma shape vs. aspect (default = 0)
* =0 use input kappa, triang to calculate 95% values
* =1 scale qlim, kappa, triang with aspect ratio (ST)
* =2 set kappa to the natural elongation value (Zohm ITER scaling), triang input
* =3 set kappa to the natural elongation value (Zohm ITER scaling), triang95 input
* =4 use input kappa95, triang95 to calculate separatrix values
* =5 use input kappa95, triang95 to calculate separatrix values based on MAST scaling (ST)
* =6 use input kappa, triang to calculate 95% values based on MAST scaling (ST)
* =7 use input kappa95, triang95 to calculate separatrix values based on fit to FIESTA (ST)
* =8 use input kappa, triang to calculate 95% values based on fit to FIESTA (ST)
* =9 set kappa to the natural elongation value (PROCESS-STEP issue #70), triang input
* =10 set kappa to maximum stable value at a given aspect ratio (2.6<A<3.6)), triang input
* =11 set kappa Menard 2016 aspect-ratio-dependent scaling, triang input 
* =0 use input kappa, triang to calculate 95% values
* JUSTIFICATION: Not set, assuming default value

kappa = 2.99 
* DESCRIPTION:   Plasma Separatrix Elongation
* JUSTIFICATION: Set to match JETTO 

*kappa95 = 
* DESCRIPTION:   Plasma 95% elongation
* JUSTIFICATION: Not set, calculated as ishape=0 

triang = 0.54 
* DESCRIPTION:   Plasma Separatrix Triangularity
* JUSTIFICATION: Chosen design point, Garry Voss

*triang95 = 
* DESCRIPTION:   Plasma 95% triangularity
* JUSTIFICATION: Not set, calculated as ishape=0

*fkzohm = 
* DESCRIPTION:   Zohm elongation scaling multiplier (ishape 2,3)
* JUSTIFICATION: Not scaling plasma shape. Used when ishape=2,3

*m_s_limit =
* DESCRIPTION:   Margin to vertical stability (ishape = 10)
* JUSTIFICATION: Not used, not using ishape=10

*cvol = 1.0
* DESCRIPTION:   Plasma volume multiplier
* JUSTIFICATION: Not scaling plasma volume

*~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

*icc = 23
* DESCRIPTION:   Constraint equation for conducting shell radius / rminor upper limit (FW) 
* JUSTIFICATION: Turned off, dont care about shell radius ratio limit for vertical stability
* VARIABLES:     cwrmax calculated in-situ

*cwrmax = 
* DESCRIPTION:   Max conducting shell to rminor radius
* JUSTIFICATION: Not using icc = 23

*~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ Density ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
*‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾

icc = 5
* DESCRIPTION:   Density Upper Limit
* JUSTIFICATION: Used to enforce Greenwald limit
* VARIABLES:     dnelimt & dnla calculated in-situ

idensl = 7
* DESCRIPTION:   Switch for Density Limit to Enforce (icc=5) (7: Greenwald Limit)
* JUSTIFICATION: Enforce Greenwald limit

ixc = 6
dene = 1.0E+20
boundl(6) = 0.9E+20
boundu(6) = 5.0E+20
* DESCRIPTION: Average electron density (/m3)
* JUSTIFICATION: Density is constrained by fdene

ixc = 9
fdene = 0.86
boundl(9) = 0.1
boundu(9) = 1.0 
* DESCRIPTION:   f-value for density limit
* JUSTIFICATION: Used with icc=5 to enforce density limit
*                Upper bound set to match JETTO

*~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

ixc = 109
ralpne = 0.05
boundl(109) = 0.001
boundu(109) = 1.0
* DESCRIPTION:   Thermal alpha density / electron density
* JUSTIFICATION: Calculate He fraction consistent with tau ratio


*~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ Temperature ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
*‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾

ixc = 4 
te = 9.17
boundl(4) = 8.0
boundu(4) = 25.0
* DESCRIPTION:   Volume averaged electron temperature (keV)
* JUSTIFICATION: Iterate temperature to get solution

tratio = 1.064 
* DESCRIPTION:   Ion Temperature / Electron Temperature
* JUSTIFICATION: Default value

*ti =   
* DESCRIPTION:   volume averaged ion temperature (keV). N.B. calculated from te if tratio > 0.0
* JUSTIFICATION: Calculated in-situ as tratio >0


*~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ Beta ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
*‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾

*icc = 6
* DESCRIPTION:   Equation for epsilon beta-poloidal upper limit
* JUSTIFICATION: Turned off, not in use 
* VARIABLES:     eps,fbeta Rest calculated in-situ

*epbetmax
* DESCRIPTION:   Max epsilon*beta value
* JUSTIFICATION: Turned off, not in use. icc=6.

*~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

icc = 24
* DESCRIPTION:   Beta Upper Limit
* JUSTIFICATION: Limit for plasma stability
* VARIABLES:     beta calculated in-situ

*betalim
* DESCRIPTION:   Plasma beta upper limit
* JUSTIFICATION: Turned off, not in use. icc=24. Allow to be calculated in-situ

ixc = 5
beta = 0.1
boundl(5) = 0.01
boundu(5) = 1.0
* DESCRIPTION:   Total Plasma Beta, (calculated in-situ if ipedestal =3)
* JUSTIFICATION: Beta is limited by dnbeta

ixc = 36
fbetatry = 0.75
boundl(36) = 0.01
boundu(36) = 1.0
* DESCRIPTION:   f-value for Beta Limit
* JUSTIFICATION: Used with icc=24 to enforce beta limit

*~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

iculbl = 3
* DESCRIPTION:   Switch for Beta Limit Scaling (icc=24) (3: Apply Limit to Toroidal)
* JUSTIFICATION: Total beta is used to agree with literature limit
* REFERENCE:     Ono & Kaita (2015), Physics of Plasmas, 22, 040501
* = 0 apply limit to total beta;
* = 1 apply limit to thermal beta;
* = 2 apply limit to thermal + neutral beam beta
* = 3 apply limit to toroidal beta

dnbeta = 4.5 * 5.0 * 4.0
* DESCRIPTION:   (Troyon-like) coefficient for beta scaling
* JUSTIFICATION: Limit required of SPR-040 concept build
* REFERENCE:     Ono & Kaita (2015), Physics of Plasmas, 22, 040501
*                Set to match JETTO

*gtscale = 
* DESCRIPTION:   Flag to scale beta coefficient with aspect, iprofile=0 only
* = 0 do not scale dnbeta with eps
* = 1 scale dnbeta with aspect, original scaling
* = 2 scale dnbeta with aspect, Menard scaling
* JUSTIFICATION: Working at fixed normalized beta, default = 0

*~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

*icc = 84
* DESCRIPTION:   Constraint equation for lower limit of beta
* JUSTIFICATION: Turned off, do not require a beta lower limit
* VARIABLES:     betalim_lower (Lower limit for beta). beta,betaft calculated in-situ

*betalim_lower = 
* DESCRIPTION:   Plasma beta lower limit
* JUSTIFICATION: Turned off, not in use, Used with icc=84 to enforce beta limit

*~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

*icc = 48
* DESCRIPTION:   Constraint equation for poloidal beta upper limit
* JUSTIFICATION: Turned off, do not care about poloidal beta
* VARIABLES:     betpmx, fbetap. betap calculated in-situ

*betpmx = 
* DESCRIPTION:   Maximum poloidal beta (`constraint equation 48`) (default = 0.19)
* JUSTIFICATION: Not set, not using icc = 48

*~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

*ifalphap = 
* DESCRIPTION:   Switch for fast alpha pressure calculation
* JUSTIFICATION: Not worried about alpha pressure, default =1, (modified fit)

*~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ Safety factor & Profiles ~~~~~~~~~~~~~~~~~~~~~~~~~~~~
*‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾

ixc = 18
q = 6.4 * 6.3828
boundl(18) = 3.0
boundu(18) = 20.0
* DESCRIPTION:   Safety factor at 95% flux surface
* JUSTIFICATION: Lower bound for plasma stability; adjusted to match SPR-024

q0 = 2.86
* DESCRIPTION:   Safety factor on axis
* JUSTIFICATION: Set to match JETTO

* icc = 45
* DESCRIPTION:   Constraint equation for edge safety factor lower limit (TART) (ishape = 1)
* JUSTIFICATION: Not used, dont care about q at edge lower limit
* VARIABLES:     itart, qlim (lower limit for edge safety factor). q calculated in-situ

*~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ H-mode & Confinement ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
